# name                          ?       FEC   mfec  mfecchannel hubaddress portadd   rocid     FED   channel     roc#
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC0 A       1        1        1        1      0        0         41        23        0
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC1 A       1        1        1        1      0        1         41        23        1
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC2 A       1        1        1        1      0        2         41        23        2
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC3 A       1        1        1        1      0        3         41        23        3
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC4 A       1        1        1        1      1        4         41        23        4
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC5 A       1        1        1        1      1        5         41        23        5
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC6 A       1        1        1        1      1        6         41        23        6
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC7 A       1        1        1        1      1        7         41        23        7
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC8 B       1        1        1        1      2        8         41        24        0
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC9 B       1        1        1        1      2        9         41        24        1
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC10 B      1        1        1        1      2       10         41        24        2
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC11 B      1        1        1        1      2       11         41        24        3
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC12 B      1        1        1        1      3       12         41        24        4
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC13 B      1        1        1        1      3       13         41        24        5
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC14 B      1        1        1        1      3       14         41        24        6
Pilt_BmI_D3_BLD1_PNL1_PLQ1_ROC15 B      1        1        1        1      3       15         41        24        7

Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC0 A       1        1        1        2      0        0         41        21        0
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC1 A       1        1        1        2      0        1         41        21        1
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC2 A       1        1        1        2      0        2         41        21        2
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC3 A       1        1        1        2      0        3         41        21        3
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC4 A       1        1        1        2      1        4         41        21        4
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC5 A       1        1        1        2      1        5         41        21        5
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC6 A       1        1        1        2      1        6         41        21        6
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC7 A       1        1        1        2      1        7         41        21        7
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC8 B       1        1        1        2      2        8         41        22        0
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC9 B       1        1        1        2      2        9         41        22        1
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC10 B      1        1        1        2      2       10         41        22        2
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC11 B      1        1        1        2      2       11         41        22        3
Pilt_BmI_D3_BLD2_PNL1_PLQ1_ROC12 B      1        1        1        2      3       12         41        22        4
